student_id,course_id,n_contributions,total_words,avg_words_per_contribution,lexical_diversity,analytical_keyword_density,engagement_consistency,chat_count,attendance_ratio,speaking_seconds,semantic_similarity,has_transcript,has_chat,has_attendance,has_reference,speaking_time_available,programme,cohort,participation_score
STU0064,MMBA8-DA2,18.0,264.0,14.666666666666666,10.339685242263949,0.011363636363636364,0.0,13.0,0.9285714285714286,102.0,0.034211522020781836,1,1,1,1,1,MMBA,MMBA8,23.0
STU0026,MMBA8-DA2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8571428571428571,0.0,,0,1,1,0,1,MMBA,MMBA8,24.0
STU0018,MMBA8-DA2,62.0,1014.0,16.35483870967742,13.566404729260679,0.03057199211045365,0.14653183514045476,61.0,0.7857142857142857,354.0,0.008748625121342005,1,1,1,1,1,MMBA,MMBA8,25.0
STU0016,MMBA8-DA2,2.0,20.0,10.0,3.801315561749642,0.15,1.0,1.0,0.6428571428571429,6.0,0.4561923340245335,1,1,1,1,1,MMBA,MMBA8,26.0
STU0048,MMBA8-DA2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.35714285714285715,0.0,,0,1,1,0,1,MMBA,MMBA8,21.0
STU0038,MMBA8-DA2,46.0,704.0,15.304347826086957,12.55040971804941,0.029829545454545456,0.2729893924842267,15.0,0.8571428571428571,231.0,0.0027276839862333565,1,1,1,1,1,MMBA,MMBA8,20.0
STU0035,MMBA8-DA2,5.0,26.0,5.2,4.510671108178233,0.0,1.0,42.0,0.9285714285714286,12.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0056,MMBA8-DA2,11.0,282.0,25.636363636363637,8.753722612378581,0.02127659574468085,0.19368880632423813,1.0,0.9285714285714286,88.0,0.010043685568905811,1,1,1,1,1,MMBA,MMBA8,25.0
STU0020,MMBA8-DA2,20.0,239.0,11.95,9.638008787561947,0.02510460251046025,0.3168699489360267,61.0,1.0,88.0,0.08562017251629382,1,1,1,1,1,MMBA,MMBA8,21.0
STU0033,MMBA8-DA2,10.0,29.0,2.9,5.0137741307804005,0.0,0.1514718625761431,0.0,0.8571428571428571,14.0,0.0,1,0,1,1,1,MMBA,MMBA8,19.0
STU0030,MMBA8-DA2,2.0,5.0,2.5,1.7888543819998317,0.0,1.0,2.0,0.5,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,24.0
STU0060,MMBA8-DA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,,0,0,1,0,1,MMBA,MMBA8,20.0
STU0045,MMBA8-DA2,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.8571428571428571,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0047,MMBA8-DA2,38.0,485.0,12.763157894736842,10.943246281394647,0.030927835051546393,0.0,9.0,0.8571428571428571,158.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0019,MMBA8-DA2,18.0,101.0,5.611111111111111,7.064764050490923,0.0297029702970297,0.07203927286166312,15.0,0.9285714285714286,44.0,0.05176617462557145,1,1,1,1,1,MMBA,MMBA8,21.0
STU0055,MMBA8-DA2,101.0,1595.0,15.792079207920793,11.092345351270376,0.04012539184952978,0.0,20.0,0.8571428571428571,653.0,0.030636054352333787,1,1,1,1,1,MMBA,MMBA8,22.0
STU0022,MMBA8-DA2,145.0,1337.0,9.220689655172414,14.850262344410988,0.018698578908002993,0.0,7.0,0.8571428571428571,521.0,0.022576006165421627,1,1,1,1,1,MMBA,MMBA8,26.0
STU0059,MMBA8-DA2,92.0,1257.0,13.66304347826087,13.228335585806853,0.031821797931583136,0.0,5.0,0.8571428571428571,504.0,0.011611931298492237,1,1,1,1,1,MMBA,MMBA8,24.0
STU0062,MMBA8-STRAT,49.0,388.0,7.918367346938775,9.341184719229297,0.020618556701030927,0.0,71.0,0.9230769230769231,146.0,0.0020868062358783677,1,1,1,1,1,MMBA,MMBA8,18.0
STU0063,MMBA8-STRAT,15.0,264.0,17.6,8.61640436855329,0.026515151515151516,1.0,17.0,0.8461538461538461,85.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0071,MMBA8-STRAT,67.0,1425.0,21.26865671641791,14.357930750585076,0.04,0.0,9.0,0.6923076923076923,595.0,0.06332277749803499,1,1,1,1,1,MMBA,MMBA8,18.0
STU0010,MMBA8-STRAT,43.0,605.0,14.069767441860465,10.895749417635338,0.019834710743801654,0.0,43.0,0.8461538461538461,215.0,0.026922930153181496,1,1,1,1,1,MMBA,MMBA8,17.0
STU0061,MMBA8-STRAT,39.0,295.0,7.564102564102564,7.860003881484357,0.006779661016949152,0.0,48.0,0.8461538461538461,123.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0036,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.7692307692307693,0.0,,0,1,1,0,1,MMBA,MMBA8,19.0
STU0005,MMBA8-STRAT,161.0,2742.0,17.03105590062112,15.907842269148324,0.024434719183078046,0.055076909408519614,14.0,0.7692307692307693,1108.0,0.033752380757261356,1,1,1,1,1,MMBA,MMBA8,19.0
STU0028,MMBA8-STRAT,12.0,132.0,11.0,7.572378034072856,0.0,0.18776713793258626,85.0,0.6923076923076923,47.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0039,MMBA8-STRAT,43.0,479.0,11.13953488372093,6.625219104581831,0.04592901878914405,0.0,50.0,0.8461538461538461,191.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0043,MMBA8-STRAT,11.0,397.0,36.09090909090909,7.6788498823959825,0.022670025188916875,0.3136514149753864,6.0,0.8461538461538461,133.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0065,MMBA8-STRAT,2.0,5.0,2.5,2.23606797749979,0.0,1.0,2.0,0.6923076923076923,3.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.0
STU0054,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7692307692307693,0.0,,0,1,1,0,1,MMBA,MMBA8,18.0
STU0066,MMBA8-STRAT,12.0,214.0,17.833333333333332,5.673763194304705,0.009345794392523364,0.0,14.0,0.6923076923076923,92.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0072,MMBA8-STRAT,764.0,12327.0,16.134816753926703,12.213242815608412,0.022714366837024418,0.0,51.0,0.8461538461538461,4462.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0007,MMBA8-STRAT,22.0,175.0,7.954545454545454,7.63488235478639,0.017142857142857144,0.6850816713511132,56.0,0.7692307692307693,76.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0015,MMBA8-STRAT,16.0,415.0,25.9375,10.652111052721807,0.02650602409638554,1.0,13.0,0.8461538461538461,152.0,0.022662697470512746,1,1,1,1,1,MMBA,MMBA8,16.0
STU0067,MMBA8-STRAT,63.0,1214.0,19.26984126984127,12.915260503431558,0.026359143327841845,0.11808289631180302,50.0,0.7692307692307693,537.0,0.04876849398435168,1,1,1,1,1,MMBA,MMBA8,20.0
STU0002,MMBA8-STRAT,1.0,4.0,4.0,2.0,0.0,1.0,0.0,0.8461538461538461,1.0,0.0,1,0,1,1,1,MMBA,MMBA8,19.0
STU0029,MMBA8-STRAT,14.0,118.0,8.428571428571429,4.418758165911952,0.0,1.0,4.0,0.8461538461538461,40.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0006,MMBA8-STRAT,18.0,162.0,9.0,8.171011693711216,0.012345679012345678,0.3007941012198989,20.0,0.8461538461538461,60.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0041,MMBA8-STRAT,21.0,493.0,23.476190476190474,10.358679029554034,0.018255578093306288,0.3453463292920229,1.0,0.6923076923076923,176.0,0.019219736731830122,1,1,1,1,1,MMBA,MMBA8,16.0
STU0032,MMBA8-STRAT,1.0,4.0,4.0,2.0,0.0,1.0,5.0,0.8461538461538461,1.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0025,MMBA8-STRAT,42.0,1343.0,31.976190476190474,13.2070966279604,0.03052866716306776,0.8653129940597052,4.0,0.8461538461538461,407.0,0.04118388402938597,1,1,1,1,1,MMBA,MMBA8,17.0
STU0034,MMBA8-STRAT,40.0,706.0,17.65,6.6991183725053345,0.036827195467422094,1.0,0.0,0.9230769230769231,288.0,0.0,1,0,1,1,1,MMBA,MMBA8,16.0
STU0027,MMBA8-STRAT,15.0,345.0,23.0,5.491495400993288,0.034782608695652174,0.15147186257614298,4.0,0.7692307692307693,133.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0049,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,MMBA,MMBA8,18.0
STU0042,MMBA8-STRAT,25.0,922.0,36.88,9.847040582984825,0.02386117136659436,0.6040202025355335,5.0,0.6153846153846154,351.0,0.0786070957909305,1,1,1,1,1,MMBA,MMBA8,17.0
STU0068,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7692307692307693,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0017,MMBA8-STRAT,40.0,726.0,18.15,13.175285737697397,0.03168044077134986,0.3450190842474875,18.0,0.8461538461538461,238.0,0.013003968876850463,1,1,1,1,1,MMBA,MMBA8,19.0
STU0003,MMBA8-STRAT,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8461538461538461,1.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.0
STU0069,MMBA8-STRAT,4.0,160.0,40.0,4.348131782731521,0.0125,1.0,32.0,0.8461538461538461,56.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.0
STU0058,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.38461538461538464,0.0,,0,1,1,0,1,MMBA,MMBA8,18.0
STU0008,MMBA8-STRAT,32.0,368.0,11.5,7.871419130654573,0.021739130434782608,0.07508446331570362,11.0,0.8461538461538461,155.0,0.07473833429183993,1,1,1,1,1,MMBA,MMBA8,14.0
STU0050,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7692307692307693,0.0,,0,1,1,0,1,MMBA,MMBA8,17.0
STU0070,MMBA8-STRAT,14.0,247.0,17.642857142857142,6.9355039164359775,0.032388663967611336,0.47027153663602406,7.0,0.6153846153846154,92.0,0.005754384037998517,1,1,1,1,1,MMBA,MMBA8,20.0
STU0011,MMBA8-STRAT,12.0,146.0,12.166666666666666,4.800114153893734,0.0547945205479452,1.0,17.0,0.7692307692307693,58.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0046,MMBA8-STRAT,8.0,108.0,13.5,7.216878364870322,0.037037037037037035,0.0,3.0,0.7692307692307693,39.0,0.028792075410440817,1,1,1,1,1,MMBA,MMBA8,16.0
STU0057,MMBA8-STRAT,6.0,90.0,15.0,4.005551702879947,0.0,1.0,0.0,0.8461538461538461,40.0,0.0,1,0,1,1,1,MMBA,MMBA8,16.0
STU0023,MMBA8-STRAT,26.0,531.0,20.423076923076923,8.896242250356297,0.018832391713747645,0.6736430240677473,2.0,0.6923076923076923,179.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.0
STU0037,MMBA8-STRAT,22.0,315.0,14.318181818181818,9.409384035977483,0.012698412698412698,0.614305392080065,7.0,0.8461538461538461,119.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0052,MMBA8-STRAT,50.0,655.0,13.1,9.8464547810735,0.030534351145038167,0.1571476997717809,45.0,0.6153846153846154,240.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0012,MMBA8-STRAT,19.0,50.0,2.6315789473684212,5.79827560572969,0.0,0.05438759235891766,34.0,0.7692307692307693,22.0,0.0,1,1,1,1,1,MMBA,MMBA8,14.0
STU0013,MMBA8-STRAT,15.0,128.0,8.533333333333333,7.7781745930520225,0.015625,0.02817468419244984,30.0,0.6923076923076923,55.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.0
STU0051,MMBA8-STRAT,24.0,403.0,16.791666666666668,6.575388354304676,0.019851116625310174,0.05627069559115627,12.0,0.7692307692307693,149.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.0
STU0053,MMBA8-STRAT,206.0,1506.0,7.310679611650485,16.69792553377437,0.01859229747675963,0.0,125.0,0.9230769230769231,591.0,0.007716928622715474,1,1,1,1,1,MMBA,MMBA8,16.0
STU0004,MMBA8-STRAT,105.0,2394.0,22.8,15.512425288969636,0.03383458646616541,0.0,37.0,0.8461538461538461,893.0,0.056804267460613865,1,1,1,1,1,MMBA,MMBA8,17.0
STU0024,MMBA8-STRAT,26.0,516.0,19.846153846153847,12.326312688558733,0.023255813953488372,0.0,1.0,0.9230769230769231,202.0,0.07315785132643429,1,1,1,1,1,MMBA,MMBA8,16.0
STU0014,MMBA8-STRAT,24.0,206.0,8.583333333333334,6.967330142916177,0.024271844660194174,0.07804555427071125,19.0,0.8461538461538461,75.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.0
STU0001,MMBA8-STRAT,176.0,2031.0,11.539772727272727,14.556228944448842,0.015263417035942885,0.0,1.0,0.7692307692307693,989.0,0.007624738955735503,1,1,1,1,1,MMBA,MMBA8,19.0
STU0031,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8461538461538461,0.0,,0,1,1,0,1,MMBA,MMBA8,15.0
STU0009,MMBA8-STRAT,26.0,610.0,23.46153846153846,8.786073182441239,0.021311475409836064,0.2672092737208597,20.0,0.8461538461538461,185.0,0.023771231428784,1,1,1,1,1,MMBA,MMBA8,19.0
STU0021,MMBA8-STRAT,56.0,807.0,14.410714285714286,12.637398521367293,0.040892193308550186,0.2020434260703462,32.0,0.8461538461538461,338.0,0.024161718530001406,1,1,1,1,1,MMBA,MMBA8,20.0
STU0064,MMBA8-STRAT,107.0,1854.0,17.327102803738317,16.651919041569663,0.04908306364617044,0.09232655627494146,18.0,0.8461538461538461,821.0,0.041577331431165786,1,1,1,1,1,MMBA,MMBA8,15.0
STU0026,MMBA8-STRAT,6.0,23.0,3.8333333333333335,4.170288281141495,0.0,1.0,9.0,0.8461538461538461,11.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0018,MMBA8-STRAT,50.0,497.0,9.94,10.541190644382029,0.03219315895372234,0.21897503240933458,110.0,0.8461538461538461,191.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0016,MMBA8-STRAT,32.0,327.0,10.21875,11.94482729396155,0.01529051987767584,0.11198298510107363,13.0,0.6923076923076923,130.0,0.0064401865208045025,1,1,1,1,1,MMBA,MMBA8,15.0
STU0048,MMBA8-STRAT,12.0,197.0,16.416666666666668,7.480940248730513,0.025380710659898477,0.75,14.0,0.9230769230769231,78.0,0.0053353147769586344,1,1,1,1,1,MMBA,MMBA8,20.0
STU0038,MMBA8-STRAT,68.0,1176.0,17.294117647058822,12.655697004379753,0.03316326530612245,0.23479936819131197,26.0,0.8461538461538461,412.0,0.009524956246896801,1,1,1,1,1,MMBA,MMBA8,20.0
STU0035,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.8461538461538461,0.0,,0,1,1,0,1,MMBA,MMBA8,15.0
STU0056,MMBA8-STRAT,9.0,315.0,35.0,7.324670207647143,0.0031746031746031746,0.8428651597363228,5.0,0.9230769230769231,108.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.0
STU0020,MMBA8-STRAT,29.0,435.0,15.0,6.185076589161455,0.009195402298850575,0.15746263980202646,33.0,0.8461538461538461,153.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0033,MMBA8-STRAT,13.0,120.0,9.23076923076923,7.6681158050723255,0.008333333333333333,0.0,3.0,0.9230769230769231,42.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0030,MMBA8-STRAT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3076923076923077,0.0,,0,1,1,0,1,MMBA,MMBA8,16.0
STU0060,MMBA8-STRAT,11.0,184.0,16.727272727272727,8.920238347371276,0.03260869565217391,0.35717565346677493,0.0,0.6153846153846154,62.0,0.0464607039748587,1,0,1,1,1,MMBA,MMBA8,18.0
STU0045,MMBA8-STRAT,16.0,174.0,10.875,4.700207870189201,0.04597701149425287,1.0,3.0,0.8461538461538461,87.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0047,MMBA8-STRAT,44.0,451.0,10.25,7.910811037046586,0.04212860310421286,0.0,33.0,0.8461538461538461,178.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.0
STU0019,MMBA8-STRAT,11.0,246.0,22.363636363636363,10.264985080319747,0.052845528455284556,0.0,18.0,0.8461538461538461,91.0,0.0524890541097606,1,1,1,1,1,MMBA,MMBA8,19.0
STU0055,MMBA8-STRAT,119.0,2035.0,17.100840336134453,17.179855067707066,0.03636363636363636,0.0,42.0,0.8461538461538461,898.0,0.0475132967192482,1,1,1,1,1,MMBA,MMBA8,19.0
STU0022,MMBA8-STRAT,35.0,377.0,10.771428571428572,10.86705287537916,0.015915119363395226,0.41971154252600285,6.0,0.8461538461538461,158.0,0.014165848093692462,1,1,1,1,1,MMBA,MMBA8,20.0
STU0059,MMBA8-STRAT,35.0,562.0,16.057142857142857,12.654736218287935,0.02491103202846975,0.699433641179819,27.0,0.7692307692307693,239.0,0.022736481025283143,1,1,1,1,1,MMBA,MMBA8,18.0
STU0062,MMBA8-EEGB,84.0,748.0,8.904761904761905,7.6783604533348715,0.0427807486631016,0.32236907282106153,18.0,0.9375,306.0,0.02724498294270559,1,1,1,1,1,MMBA,MMBA8,21.0
STU0063,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,19.0
